team_id,season,A_hat_min,A_hat_max,T_j_hat,roster_n,perf_span
oe:team:2506f4369f41031c5ae85640da9f749|2021|Summer,2021,-1.7139186148333414,1.0230884166947243,-0.6634700853835782,9,2.7370070315280657
oe:team:2506f4369f41031c5ae85640da9f749|2022|Spring,2022,-2.327601236555618,1.0706141480808868,-0.2649658978504856,7,3.3982153846365044
oe:team:2506f4369f41031c5ae85640da9f749|2022|Summer,2022,-0.40200873027903905,0.7530695564847002,0.08533156404776149,5,1.1550782867637392
oe:team:2506f4369f41031c5ae85640da9f749|2023|Annual,2023,-0.14493170801838004,1.0944244489267179,0.48722837161084137,5,1.239356156945098
oe:team:2506f4369f41031c5ae85640da9f749|2023|Placements,2023,-0.023972892228126253,1.968700337435384,1.0156090562739657,5,1.9926732296635101
oe:team:2506f4369f41031c5ae85640da9f749|2023|Split 1,2023,-0.45624573326572554,0.9925007281382652,0.30239765465111174,5,1.4487464614039907
oe:team:2506f4369f41031c5ae85640da9f749|2023|Split 2,2023,-2.1705705118632252,0.2004472589448704,-0.3550494970561923,6,2.3710177708080957
oe:team:2506f4369f41031c5ae85640da9f749|2023|Split 3,2023,-1.101064577479944,1.4355114096648156,-0.01626392151170779,5,2.5365759871447597
oe:team:2506f4369f41031c5ae85640da9f749|2024|Annual,2024,-0.30593453715417757,0.13397379453687433,-0.08598037130865162,2,0.4399083316910519
oe:team:2506f4369f41031c5ae85640da9f749|2024|Placements,2024,-1.394963460119735,0.4654024102162157,-0.24091364035634988,5,1.8603658703359507
oe:team:2506f4369f41031c5ae85640da9f749|2024|Split 1,2024,-1.4871672119698547,1.152102659071629,-0.19884453042616515,6,2.639269871041484
oe:team:2506f4369f41031c5ae85640da9f749|2024|Split 2,2024,-0.6363318925749026,0.5042756937483394,-0.25640291145098826,6,1.140607586323242
oe:team:279461902267b4990dbdbb4aebccef9|2021|Spring,2021,-1.822912859523093,0.8566726540696744,-0.4479169556974534,7,2.6795855135927673
oe:team:279461902267b4990dbdbb4aebccef9|2021|Summer,2021,-0.864874416703066,-0.05547072771092837,-0.3287056369159934,5,0.8094036889921377
oe:team:27f9a0f6d7bc8ab1e40475cd66a294b|2016|Annual,2016,-1.317797857183585,2.356642191635022,0.8529152933270558,4,3.674440048818607
oe:team:291b1ecd389e1a53742e4e652a4c02f|2022|Spring,2022,-1.5504083194562148,0.5383802332055035,-0.6018241777757821,3,2.0887885526617183
oe:team:291b1ecd389e1a53742e4e652a4c02f|2022|Summer,2022,-0.6145914136939155,-0.5426280186702269,-0.5786097161820711,2,0.07196339502368854
oe:team:2b9f01782d3b29a381114f7c283c458|2016|Summer,2016,-0.7408918307263522,0.22372837460644993,-0.20166355648625892,5,0.9646202053328021
oe:team:2e20c05347a053a7257f1bb639b417b|2017|Split 1,2017,-1.0346118833951155,0.018215186964412648,-0.642403047721442,4,1.0528270703595282
oe:team:2e32a1985132a6c92ac8d39a3d158f0|2016|Spring,2016,1.1874549052454573,1.4365682278209355,1.3120115665331964,2,0.24911332257547825
oe:team:2ed21f3214fcb3867b89a28ac39763e|2016|Summer,2016,-1.1771239124886146,-0.4936772945492849,-0.825488522142857,4,0.6834466179393297
oe:team:31b35dcae7e5d01be2e407b0abe6a23|2019|Summer,2019,-0.45200336770115646,1.6087447120179081,0.5783706721583759,2,2.0607480797190645
oe:team:31b35dcae7e5d01be2e407b0abe6a23|2021|Spring,2021,0.11935237084305196,1.1429179107076308,0.5817351761708954,3,1.0235655398645789
oe:team:31b35dcae7e5d01be2e407b0abe6a23|2021|Summer,2021,-0.2596245206617496,0.9945770536684488,0.32322968260777935,7,1.2542015743301984
oe:team:3406c21f701022dbe9d9bf397b41465|2015|Summer,2015,-0.17087187359593164,0.6142954497994824,0.2630933845682343,4,0.785167323395414
oe:team:3406c21f701022dbe9d9bf397b41465|2016|Spring,2016,-0.3817345744471778,1.4168356222109026,0.4371616337577176,4,1.7985701966580805
oe:team:3acdd562c78716845be6449bfa89dd9|2016|Summer,2016,-0.6919131393915781,-0.3822117182157989,-0.5412388427583262,3,0.30970142117577915
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2021|Annual,2021,-0.4392546476764562,1.0245791408480893,0.18987191810695067,3,1.4638337885245456
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2021|Summer,2021,-1.1020788049310175,1.0458468871354116,0.09213037692795664,4,2.147925692066429
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2022|Spring,2022,-0.15631170277763626,1.268444823754093,0.3256141667433808,4,1.4247565265317292
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2022|Summer,2022,-0.20646460400545746,3.459956485255231,0.6884544916148949,5,3.6664210892606888
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2023|Annual,2023,-0.7096681621125493,1.7771914079257567,0.5337616229066037,2,2.4868595700383063
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2023|Split 1,2023,-1.5591306378938514,1.9633988168509335,-0.04663980212841312,4,3.522529454744785
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2023|Split 2,2023,-0.557018376815126,1.4986913832468212,0.43696560365840503,3,2.055709760061947
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2023|Split 3,2023,-1.6623961823097562,0.9971278459786507,-0.33263416816555275,2,2.659524028288407
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2024|Split 1,2024,-1.526416577866565,0.1352189095128929,-0.7807202584150297,5,1.6616354873794579
oe:team:3d4a6fe0ca7bda9057ee1172eb5761c|2024|Split 2,2024,-0.2310898887130866,0.8182905847466393,0.25169145908275203,5,1.0493804734597258
oe:team:3e7c25b77e695737a359094427e9752|2019|Summer,2019,-1.7828330794233853,0.5322860211906422,-0.809961364942459,4,2.3151191006140275
oe:team:3fbe14cabc2c91b41d58e14930276fd|2023|Annual,2023,0.05333561598388478,0.10278391234754021,0.0780597641657125,2,0.04944829636365543
oe:team:3fbe14cabc2c91b41d58e14930276fd|2023|Split 2,2023,-1.193285394951836,1.100098085352567,-0.28023359068250847,5,2.293383480304403
oe:team:3fbe14cabc2c91b41d58e14930276fd|2023|Split 3,2023,-1.2276504647828193,0.22918076800866558,-0.4992348483870768,2,1.4568312327914847
oe:team:3fbe14cabc2c91b41d58e14930276fd|2024|Split 1,2024,-1.999787132511243,-0.6019803348403001,-1.1390082819139158,4,1.397806797670943
oe:team:3fbe14cabc2c91b41d58e14930276fd|2024|Split 2,2024,-1.5570589509430939,0.2925255080811056,-0.5870299222461789,5,1.8495844590241994
oe:team:4278e8a32eefe381f75ac6d09218de3|2022|Spring,2022,-1.275022168497731,0.5006497077805222,-0.35168059661422985,5,1.775671876278253
oe:team:4278e8a32eefe381f75ac6d09218de3|2022|Summer,2022,-0.3219053652675398,0.5610261383302901,0.12313481349439066,5,0.88293150359783
oe:team:4278e8a32eefe381f75ac6d09218de3|2023|Annual,2023,-0.7172032278780669,0.44546280434732016,-0.22189511636130294,4,1.162666032225387
oe:team:4278e8a32eefe381f75ac6d09218de3|2023|Split 1,2023,0.22740634646584568,1.1545089825291945,0.5770056219999468,4,0.9271026360633489
oe:team:4278e8a32eefe381f75ac6d09218de3|2023|Split 2,2023,-0.65834290006408,0.2737251624960396,-0.06289122741176693,4,0.9320680625601196
oe:team:4278e8a32eefe381f75ac6d09218de3|2023|Split 3,2023,-0.48413726935981505,0.23693476430145852,-0.13463234462250673,5,0.7210720336612736
oe:team:4278e8a32eefe381f75ac6d09218de3|2024|Annual,2024,-1.0269571209116806,0.7816496710944335,-0.31299351814526905,6,1.8086067920061142
oe:team:4278e8a32eefe381f75ac6d09218de3|2024|Placements,2024,-0.03236418830392829,0.51319493338257,0.22943253518040868,5,0.5455591216864983
oe:team:4278e8a32eefe381f75ac6d09218de3|2024|Split 1,2024,1.3243988522363952,2.294585531119754,1.7427584823695095,5,0.9701866788833589
oe:team:4278e8a32eefe381f75ac6d09218de3|2024|Split 2,2024,-0.8578604705735093,1.129960332840391,-0.06762839604594303,5,1.9878208034139004
oe:team:4717e24738f334e3105a914a0388bc3|2016|Summer,2016,-1.6416829963499946,-0.4814609205944362,-0.9733944284686571,5,1.1602220757555584
oe:team:4717e24738f334e3105a914a0388bc3|2017|Spring,2017,-0.9145717994419171,1.3525900415920398,0.3711467176019351,6,2.267161841033957
oe:team:47442e965eb1111493261ea973ae5b3|2016|Annual,2016,-0.8936660039151259,0.19497232956662264,-0.34934683717425163,2,1.0886383334817484
oe:team:47ae4f5f4aea5a7a0ab0b9778844cc2|2016|Annual,2016,-1.4015986403687857,-1.1885622257153994,-1.2950804330420924,2,0.2130364146533863
oe:team:47bf9c96596e56abf93d96d5373938f|2016|Summer,2016,-1.3084987269375412,-0.6880523041861828,-0.998275515561862,2,0.6204464227513584
oe:team:4b2481a930580adc0bb83b582586934|2019|Summer,2019,-0.4735675013492152,0.34969394244360136,-0.02972609172732188,3,0.8232614437928165
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2021|Spring,2021,-1.0364340741839664,0.5313491397672234,-0.07034028014141863,5,1.5677832139511898
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2021|Summer,2021,-2.3383856917519763,1.5288076982217935,-0.2595217835886939,9,3.86719338997377
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2022|Spring,2022,0.5100817883574906,1.914452127697405,1.044146649754298,4,1.4043703393399143
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2022|Summer,2022,-1.6071213679104819,3.0966153707305124,0.24302645374517456,5,4.703736738640995
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2023|Annual,2023,-0.9927636241351898,1.4573628594324457,0.11225677037205568,3,2.4501264835676357
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2023|Placements,2023,-1.3173089831840148,1.4158890382134852,0.1560892162676728,4,2.7331980213975
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2023|Split 1,2023,-1.1319939682482745,-0.05298594139348535,-0.4215947613333942,3,1.079008026854789
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2023|Split 2,2023,-0.18385218767833375,1.889667681021089,1.079794887124547,4,2.0735198686994227
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2023|Split 3,2023,-1.0657844223149278,0.03805563648417602,-0.4824694107113975,4,1.1038400587991037
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2024|Annual,2024,0.244287908674688,1.7463472309071784,1.229369227504872,4,1.5020593222324903
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2024|Placements,2024,-1.269605228231229,0.8842048400308528,-0.6061139454761999,5,2.1538100682620818
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2024|Split 1,2024,-0.8829734566101562,0.35328242471266563,-0.29503373229454777,7,1.236255881322822
oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da|2024|Split 2,2024,-1.3722852446957547,1.4981657265902861,-0.4937284046188156,7,2.870450971286041
oe:team:514d848d968399a239cdcc3d1412f2d|2016|Annual,2016,-0.7955957392622188,0.40594821280417714,-0.017751385912041895,4,1.201543952066396
oe:team:518298125ac66f7525bb09ec1b5eb9a|2019|Summer,2019,-0.36739341267684955,1.369775760264856,0.18355724702167803,5,1.7371691729417056
oe:team:518298125ac66f7525bb09ec1b5eb9a|2021|Annual,2021,-0.9379912413830279,1.5660964719531778,0.25182445721357183,4,2.504087713336206
oe:team:518298125ac66f7525bb09ec1b5eb9a|2021|Spring,2021,-1.3143884682296838,1.3415726545493347,-0.1728766732095369,8,2.6559611227790185
oe:team:518298125ac66f7525bb09ec1b5eb9a|2021|Summer,2021,-0.3304072900987732,1.0748570579484744,0.17455703111996818,5,1.4052643480472475
oe:team:518298125ac66f7525bb09ec1b5eb9a|2022|Spring,2022,0.6009891421706522,1.5137294656953588,1.0573593039330056,2,0.9127403235247066
oe:team:518298125ac66f7525bb09ec1b5eb9a|2022|Summer,2022,-1.2263580915359176,-0.34483224934445683,-0.7613728382861796,6,0.8815258421914607
oe:team:557e2d6abd8a8896014e4351756c305|2022|Spring,2022,-1.183233776053661,1.1389440964593698,0.2611901422827404,7,2.3221778725130306
oe:team:557e2d6abd8a8896014e4351756c305|2022|Summer,2022,-0.9247719092732346,0.8546270505309466,0.14622410451731455,7,1.779398959804181
oe:team:557e2d6abd8a8896014e4351756c305|2023|Annual,2023,-1.0991343983517534,0.640984855396814,-0.42224313241990935,5,1.7401192537485675
oe:team:557e2d6abd8a8896014e4351756c305|2023|Placements,2023,-0.08904278504840257,0.658369249289642,0.18615649500723275,5,0.7474120343380446
oe:team:557e2d6abd8a8896014e4351756c305|2023|Split 1,2023,-1.67194199521485,0.553729010555317,-0.3074908438434299,6,2.2256710057701667
oe:team:557e2d6abd8a8896014e4351756c305|2023|Split 2,2023,-1.1397075786889117,0.6199080764912669,-0.2810602768289424,5,1.7596156551801787
oe:team:557e2d6abd8a8896014e4351756c305|2023|Split 3,2023,-0.5143103255428391,1.151697880440695,0.15887214148535658,4,1.666008205983534
oe:team:557e2d6abd8a8896014e4351756c305|2024|Placements,2024,0.3450513786473053,0.6901770843864544,0.5176142315168799,2,0.34512570573914914
oe:team:557e2d6abd8a8896014e4351756c305|2024|Split 1,2024,-2.9139878983397045,1.161396532191974,-0.37357748874834296,4,4.075384430531678
oe:team:557e2d6abd8a8896014e4351756c305|2024|Split 2,2024,-0.40605033888923187,2.5199309740342164,1.0815981950247087,3,2.925981312923448
oe:team:594b183f8fb081ef64820f31ab8d641|2016|Annual,2016,0.15028684028214523,0.76069436551205,0.42131737176460476,3,0.6104075252299048
oe:team:594b183f8fb081ef64820f31ab8d641|2016|Summer,2016,1.525241986860035,2.5137772996556187,2.019509643257827,2,0.9885353127955836
oe:team:5984d6ffbed283b363cf996cacff642|2017|Split 1,2017,0.17527129534718533,0.9958213304077013,0.49034191914583003,3,0.8205500350605159
oe:team:5a8bba35fc7744a5bf40635276340bc|2016|Annual,2016,-0.36963875997548845,1.7967384894453822,0.7135498647349469,2,2.1663772494208704
oe:team:5e97f293e9986969e0abb397228dd6f|2019|Summer,2019,-0.7353197895710695,-0.3559755826884614,-0.5456476861297654,2,0.37934420688260806
oe:team:5e97f293e9986969e0abb397228dd6f|2021|Annual,2021,-0.40775427912494167,1.2611369517381352,0.4733366987309525,4,1.668891230863077
oe:team:5e97f293e9986969e0abb397228dd6f|2021|Spring,2021,-0.7046565408081226,1.4716760522072776,0.40431139746067,7,2.1763325930154003
oe:team:5e97f293e9986969e0abb397228dd6f|2021|Summer,2021,0.5210047056233013,1.4267149214612018,0.8767126118632846,4,0.9057102158379006
oe:team:5e97f293e9986969e0abb397228dd6f|2022|Spring,2022,0.2559798304463619,0.8681859144643486,0.62441893571971,4,0.6122060840179866
oe:team:5e97f293e9986969e0abb397228dd6f|2022|Summer,2022,-2.0036388311205586,0.8538184446206643,-0.3886553039785959,9,2.857457275741223
oe:team:5e97f293e9986969e0abb397228dd6f|2023|Annual,2023,-0.4028293932606607,1.795781411095184,0.7208822866741041,6,2.1986108043558446
oe:team:5e97f293e9986969e0abb397228dd6f|2023|Split 1,2023,-0.10006797916231944,0.8849016637614439,0.4062705993005013,4,0.9849696429237633
oe:team:5e97f293e9986969e0abb397228dd6f|2023|Split 2,2023,-0.6390872064006089,2.034287721018983,0.9608203422251564,4,2.673374927419592
oe:team:5e97f293e9986969e0abb397228dd6f|2023|Split 3,2023,-0.5011167134055328,0.944170514093236,0.39163945861433813,3,1.4452872274987687
oe:team:5e97f293e9986969e0abb397228dd6f|2024|Annual,2024,0.6082962270807788,2.2187087638339116,1.4135024954573452,2,1.6104125367531328
oe:team:5e97f293e9986969e0abb397228dd6f|2024|Placements,2024,-1.0017012909323457,0.5611384042749441,-0.39262250284965344,3,1.5628396952072898
oe:team:5e97f293e9986969e0abb397228dd6f|2024|Split 1,2024,-0.47417711043908145,2.023042067636789,0.9339211428955969,4,2.4972191780758703
oe:team:5e97f293e9986969e0abb397228dd6f|2024|Split 2,2024,-0.7131876949611426,0.9619293909272286,0.4313403895337625,5,1.6751170858883713
oe:team:5f36249c69462031e423df16122dd0d|2015|Summer,2015,-1.098177759185127,1.1675235224135665,-0.15902979518915905,6,2.2657012815986937
oe:team:608e3f723c2e599fda1b4237e8dea8f|2019|Summer,2019,-0.506794610277203,0.7404981571017594,0.12970089068075158,4,1.2472927673789624
oe:team:608e3f723c2e599fda1b4237e8dea8f|2021|Spring,2021,0.31259957915763553,0.5554726070249698,0.43403609309130264,2,0.24287302786733428
oe:team:608e3f723c2e599fda1b4237e8dea8f|2021|Summer,2021,-1.0006248095124741,0.037654465126378094,-0.5314791048218463,4,1.0382792746388523
oe:team:6100f2588a65a71921d4f8ee206d94e|2021|Spring,2021,-2.226084319796898,0.7650459071509602,-1.0648845414764176,9,2.9911302269478584
oe:team:6100f2588a65a71921d4f8ee206d94e|2021|Summer,2021,-1.3807459893825558,0.0917810073167343,-0.5192771751226988,8,1.47252699669929
oe:team:6100f2588a65a71921d4f8ee206d94e|2022|Spring,2022,-1.906704568011468,0.2845325768728929,-0.6881028417968857,6,2.191237144884361
oe:team:6100f2588a65a71921d4f8ee206d94e|2022|Summer,2022,0.12229039998630917,0.5681303153602869,0.316695164606598,5,0.4458399153739777
oe:team:6100f2588a65a71921d4f8ee206d94e|2023|Split 1,2023,-2.656797359353066,0.5213510100138883,-0.868788639671919,6,3.178148369366954
oe:team:6100f2588a65a71921d4f8ee206d94e|2023|Split 2,2023,-2.3611859847499157,0.40146317339052395,-0.941697265223716,6,2.7626491581404395
oe:team:6100f2588a65a71921d4f8ee206d94e|2023|Split 3,2023,-1.0335250335938022,0.9469171407103059,-0.08243088657616787,4,1.980442174304108
oe:team:6100f2588a65a71921d4f8ee206d94e|2024|Annual,2024,-1.0877601358098354,0.5732749903859075,-0.2078037181694345,4,1.6610351261957428
oe:team:6100f2588a65a71921d4f8ee206d94e|2024|Placements,2024,-0.6131498222540424,1.030358894577425,0.4125488691630437,4,1.6435087168314673
oe:team:6100f2588a65a71921d4f8ee206d94e|2024|Split 1,2024,-0.01721506236838071,2.4689338299497137,1.4969662902983258,4,2.4861488923180945
oe:team:6100f2588a65a71921d4f8ee206d94e|2024|Split 2,2024,-0.13885864944995477,0.8498206236641739,0.2960715898906531,4,0.9886792731141286
oe:team:638506106b833cf5649e0490244eed4|2016|Annual,2016,-0.8213145310743283,1.3017061062908681,-0.0960002747648888,7,2.1230206373651965
oe:team:661399cd57d6efe4a62201665c4ebc8|2019|Summer,2019,-2.197092860591172,1.6778742480360096,-0.053080077636831854,8,3.8749671086271817
oe:team:66951189b9e08c162667e26facca95e|2020|Summer,2020,-0.8569822920956084,-0.45633958758871224,-0.6566609398421603,2,0.40064270450689615
oe:team:66951189b9e08c162667e26facca95e|2021|Spring,2021,-1.7930170698130046,0.8856576598598903,-0.6819953898886879,9,2.678674729672895
oe:team:66951189b9e08c162667e26facca95e|2021|Summer,2021,-2.676586007556618,0.3899763141994189,-0.8896860123948545,7,3.0665623217560367
oe:team:67140a291d66109643b99e9dff2cbc3|2021|Annual,2021,-0.6045329087089412,1.6560812225446206,0.9855075293877448,5,2.2606141312535617
oe:team:67140a291d66109643b99e9dff2cbc3|2021|Spring,2021,-2.7155600713383525,2.573266091580139,0.1303502587155665,6,5.288826162918491
oe:team:67140a291d66109643b99e9dff2cbc3|2021|Summer,2021,-0.6966427047924487,1.0222402867507918,0.25409718406517234,7,1.7188829915432406
oe:team:67140a291d66109643b99e9dff2cbc3|2022|Spring,2022,-1.3553771050382037,-0.5097158999297813,-0.9609320141870457,7,0.8456612051084225
oe:team:67140a291d66109643b99e9dff2cbc3|2022|Summer,2022,-1.447403192227121,0.6175868536079677,-0.5240754387580077,8,2.064990045835089
oe:team:67140a291d66109643b99e9dff2cbc3|2023|Annual,2023,-1.8746814072286662,0.6624623632064496,-0.804453211650472,3,2.5371437704351156
oe:team:67140a291d66109643b99e9dff2cbc3|2023|Split 1,2023,-0.2671451709854495,1.0723975379591586,0.7072423317119625,5,1.3395427089446081
oe:team:67140a291d66109643b99e9dff2cbc3|2023|Split 2,2023,-1.7075070744824563,-0.3206369794142641,-0.9703691472699365,5,1.3868700950681923
oe:team:67140a291d66109643b99e9dff2cbc3|2023|Split 3,2023,-1.5193193327071757,0.3676934624269579,-0.6763882703207897,4,1.8870127951341336
oe:team:67140a291d66109643b99e9dff2cbc3|2024|Placements,2024,-2.757472111855018,0.14398688211443125,-1.240513787185414,4,2.9014589939694493
oe:team:67140a291d66109643b99e9dff2cbc3|2024|Split 1,2024,-1.4732483685751712,-0.24762673959530299,-0.8107647932251124,4,1.2256216289798683
oe:team:67140a291d66109643b99e9dff2cbc3|2024|Split 2,2024,-1.8523928862028358,0.6936551903613094,-1.0303814720949773,4,2.546048076564145
oe:team:6847673c12caa91b1d6cf66f52f5dd3|2017|Split 1,2017,-1.4559944719544227,-0.2826488107810099,-0.8710400335515065,4,1.1733456611734128
oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e|2021|Spring,2021,0.30035964495619133,2.96068770318916,1.3506593244502128,6,2.6603280582329685
oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e|2021|Summer,2021,-1.5413386829764069,1.1245365970638517,0.0927035371246797,8,2.6658752800402583
oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e|2022|Spring,2022,-0.42134861528942785,1.2168342421574943,0.45454898074612016,5,1.6381828574469222
oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e|2022|Summer,2022,-0.3452866002619356,2.3718877200519546,0.811911296223447,6,2.71717432031389
oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e|2023|Annual,2023,-1.8123394637177497,0.2851483652270756,-0.5846553164315148,6,2.0974878289448253
