uni_slug,university,dept_name,mean_recs,n_audit_files,rank,score,snapshot_count,year_min,year_max,suggested_url,test_parse_recs
university_of_alabama,University of Alabama,Computer Science,8.6,856,5,72.4,25,2003,2007,http://www.actcard.ua.edu:80/pages/staffdirectory.htm,
university_of_alabama,University of Alabama,Computer Science,8.6,856,6,69.9,10,2016,2020,https://www.ua.edu/facultystaff.php,
university_of_alabama,University of Alabama,Computer Science,8.6,856,7,67.9,8,2017,2019,http://access.ua.edu:80/about-access/staff.php,
university_of_alabama,University of Alabama,Computer Science,8.6,856,8,67.0,1,2010,2010,http://alabamamaps.ua.edu:80/~chem/people/faculty-staff.html,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,1,77.5,23,2013,2024,http://www.unlv.edu:80/aboutmyunlv/tutorials/faculty,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,2,73.4,21,2015,2021,http://www.unlv.edu:80/aboutmyunlv/facultysupport,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,3,70.0,1,0,0,https://www.unlv.edu/ece/faculty-directory,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,4,68.9,2,2007,2008,http://www.unlv.edu:80/Colleges/Liberal_Arts/facultyStaffDirectory.html,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,5,67.0,1,2013,2013,http://www.unlv.edu/about/Faculty/Staff,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,6,67.0,1,2013,2013,http://www.unlv.edu/aboutmyunlv/Faculty/Staff,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,7,67.0,1,2013,2013,http://www.unlv.edu/academics/Faculty/Staff,
university_of_nevada_las_vegas,University of Nevada Las Vegas,Computer Science,9.4,544,8,67.0,3,2013,2017,http://www.unlv.edu/aboutmyunlv/Faculty/Instructor,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,1,80.4,21,2003,2021,http://www.uark.edu:80/ArkHort/about_department/faculty/richardson.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,2,73.4,10,2003,2005,http://www.uark.edu:80/ArkHort/about_department/people.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,3,66.4,10,2003,2005,http://www.uark.edu:80/ArkHort/about_department/faculty/evans.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,4,65.5,7,2003,2005,http://www.uark.edu:80/ArkHort/about_department/faculty/lindstrom.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,5,65.5,7,2003,2005,http://www.uark.edu:80/ArkHort/about_department/faculty/murphy.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,6,63.9,5,2003,2004,http://www.uark.edu:80/ArkHort/about_department/faculty/robbins.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,7,63.4,4,2003,2004,http://www.uark.edu:80/ArkHort/about_department/faculty/anderson.html,
university_of_arkansas,University of Arkansas,Computer Science and Computer Engineering,10.1,536,8,62.7,4,2004,2004,http://www.uark.edu:80/ArkHort/about_department/faculty/carson.html,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,1,77.1,17,2008,2013,http://www.jhu.edu:80/chembe/faculty-staff/departmental-staff.html,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,2,72.6,20,2008,2013,http://www.jhu.edu:80/chembe/faculty-staff/affiliated-faculty-staff.html,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,3,72.5,26,2003,2007,http://www.jhu.edu:80/chbe/faculty/facultyandstaff.asp,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,4,69.0,7,2008,2012,http://www.jhu.edu:80/careers/staff/facultyandstaff.html,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,5,67.4,9,2007,2008,http://www.jhu.edu:80/chbe/faculty-staff/,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,6,67.0,1,2007,2007,http://www.jhu.edu:80/chbe/faculty-staff/departmental-staff.html,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,7,65.4,4,2007,2008,http://www.jhu.edu:80/chembe/faculty/facultyandstaff.asp,
johns_hopkins_university,Johns Hopkins University,Computer Science,10.3,436,8,63.2,2,2004,2004,http://www.jhu.edu:80/athletictraining/staffdirectory.htm,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,1,83.8,167,2014,2026,http://www4.lehigh.edu:80/academics/faculty,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,2,78.6,101,2003,2010,http://www3.lehigh.edu:80/academics/faculty.asp,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,3,77.9,13,2003,2006,http://www.lehigh.edu:80/collegeofeducation/about/meet_coe_staff.htm,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,4,76.1,71,2002,2007,http://www3.lehigh.edu:80/academics/sociologyfaculty.asp,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,5,75.0,80,2007,2010,http://www3.lehigh.edu:80/academics/faculty/default.asp,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,6,69.4,11,2010,2013,http://www4.lehigh.edu/about/glance/faculty.aspx,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,7,67.9,6,2021,2024,https://www2.lehigh.edu/academics-faculty-videos,
lehigh_university,Lehigh University,Computer Science and Engineering,10.5,448,8,67.8,7,2014,2015,http://www.lehigh.edu:80/engineering/faculty/undergraduate/pgset/about.html,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,1,82.5,16,2002,2021,http://www.okstate.edu:80/acadaffr/facultystaff/spring_03_syllabus_attachment.htm,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,2,81.5,15,2003,2021,http://www.okstate.edu:80/acadaffr/facultystaff/fall_03_syllabus_attachment.htm,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,3,81.4,11,2002,2021,http://www.okstate.edu:80/acadaffr/facultystaff/spring_02_syllabus_attachment.htm,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,4,80.2,12,2004,2021,http://www.okstate.edu:80/acadaffr/facultystaff/fall_04_syllabus_attachment.htm,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,5,79.9,11,2004,2021,http://www.okstate.edu:80/acadaffr/facultystaff/spring_04_syllabus_attachment.htm,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,6,75.8,22,2002,2011,http://www.okstate.edu:80/acadaffr/facultystaff/syllabusattachmentind.html,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,7,68.7,11,2003,2005,http://www.okstate.edu:80/acadaffr/facultystaff/index.html,
oklahoma_state_university,Oklahoma State University,Computer Science,11.1,556,8,67.1,8,2003,2004,http://www.okstate.edu:80/acadaffr/facultystaff/active_duty.htm,
montana_state_university,Montana State University,Computer Science,11.2,708,1,74.8,15,2016,2025,http://www.montana.edu/asianstudies/faculty-staff.html,
montana_state_university,Montana State University,Computer Science,11.2,708,2,70.3,15,2002,2005,http://www.montana.edu:80/alumni/inside_about_us_staff.htm,
montana_state_university,Montana State University,Computer Science,11.2,708,3,66.7,5,2011,2013,http://www.montana.edu:80/alumni/about/staff.html,
montana_state_university,Montana State University,Computer Science,11.2,708,4,62.0,1,2020,2020,https://www.montana.edu/agtecheducation/facultyandstaff.html,
montana_state_university,Montana State University,Computer Science,11.2,708,5,62.0,1,2017,2017,http://www.montana.edu:80/aian/about-us/people.html,
montana_state_university,Montana State University,Computer Science,11.2,708,6,61.6,6,2021,2025,https://www.montana.edu/agtecheducation/directory/faculty/index.html,
montana_state_university,Montana State University,Computer Science,11.2,708,7,59.3,3,2021,2024,https://www.montana.edu/agtecheducation/directory/faculty/1523870/shannon-arnold,
montana_state_university,Montana State University,Computer Science,11.2,708,8,56.2,2,2025,2025,https://www.montana.edu/access-success/resources/facultystaff/inclusive_guides.html,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,1,75.8,14,2011,2015,http://amh.syr.edu:80/people/faculty_directory.html,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,2,74.2,10,2023,2026,https://artsandsciences.syracuse.edu/earth-sciences-department/earth-sciences-faculty-and-staff/,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,3,73.3,7,2023,2026,https://artsandsciences.syracuse.edu/english-department/collective-statement-english-department-faculty-graduate-students-and-staff/,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,4,71.8,7,2015,2016,http://amh.syr.edu:80/Personnel/Faculty-Directory.html,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,5,71.8,7,2015,2016,http://amh.syr.edu:80/Personnel/Part%20Time%20Faculty-Directory.html,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,6,70.9,5,2015,2016,http://amh.syr.edu:80/Personnel/Staff-Directory.html,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,7,70.4,4,2014,2015,http://amh.syr.edu/people/faculty_directoryInstructors.html,
syracuse_university,Syracuse University,Electrical Engineering and Computer Science,11.6,160,8,68.2,2,2009,2009,http://www.syr.edu:80/facultyandstaff/departmentsandoffices.html,
northwestern_university,Northwestern University,Computer Science,12.5,588,1,83.1,22,2012,2024,http://www.northwestern.edu/faculty-senate/about/membership.html,
northwestern_university,Northwestern University,Computer Science,12.5,588,2,79.4,46,2015,2026,http://www.northwestern.edu:80/about/our-people/austin-carr.html,
northwestern_university,Northwestern University,Computer Science,12.5,588,3,78.2,19,2003,2009,http://www.northwestern.edu:80/academicservices/ourdepartment&staff_main.htm,
northwestern_university,Northwestern University,Computer Science,12.5,588,4,77.2,16,2012,2024,http://www.northwestern.edu:80/about/facts/our-faculty.html,
northwestern_university,Northwestern University,Computer Science,12.5,588,5,75.8,14,2022,2026,https://www.northwestern.edu/fellowships/about/faculty-and-staff-resources/,
northwestern_university,Northwestern University,Computer Science,12.5,588,6,69.9,13,2012,2015,http://www.northwestern.edu:80/about/campus-publication-directory.html,
northwestern_university,Northwestern University,Computer Science,12.5,588,7,69.8,22,2025,2026,https://www.northwestern.edu/about/board-of-trustees/staff/,
northwestern_university,Northwestern University,Computer Science,12.5,588,8,68.3,7,2016,2019,http://www.northwestern.edu/about/our-people/abhi-veerina.html,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,1,79.5,16,2009,2024,http://www.vcu.edu:80/cte/aboutus/people.htm,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,2,79.1,41,2006,2017,http://www.vcu.edu:80/facultyandstaff/index.html/fswebpages.html,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,3,78.4,72,2006,2014,http://www.vcu.edu//facultyandstaff/,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,4,69.2,10,2004,2007,http://www.vcu.edu:80/campaign/about/staff.html,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,5,69.0,7,2006,2010,http://www.vcu.edu:80/facultyandstaff/index.html/fswebsubmit.html,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,6,67.9,8,2003,2005,http://www.vcu.edu:80/artweb/theatre/faculty_staff/,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,7,67.0,3,2006,2010,http://www.vcu.edu/facultyandstaff/index.html/handbook/,
virginia_commonwealth_university,Virginia Commonwealth University,Computer Science,12.5,132,8,66.9,4,2022,2025,https://www.vcu.edu/faculty-and-staff/fonts/flexslider-icon.eot,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,1,90.2,697,2010,2025,http://wustl.edu:80/community/faculty-staff/,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,2,89.3,501,2009,2024,http://www.wustl.edu:80/faculty-staff/,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,3,86.6,569,2013,2024,http://www.wustl.edu:80/community/faculty%2Dstaff/internalcompetitions/,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,4,86.5,113,2007,2024,http://www.wustl.edu:80/faculty-staff.html,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,5,84.3,117,2010,2024,http://wustl.edu/community/faculty-staff/childcare/,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,6,80.9,61,2012,2024,http://wustl.edu/about/facts/faculty/,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,7,79.6,182,2017,2023,https://wustl.edu/category/audience/faculty-staff/,
washington_university_in_st_louis,Washington University in St. Louis,Computer Science & Engineering,13.2,56,8,77.9,173,2019,2023,https://wustl.edu/about/3376-faculty/,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,1,80.8,45,2011,2024,http://www.olemiss.edu:80/arabic/About/faculty.htm,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,2,75.6,13,2003,2007,http://www.olemiss.edu:80/depts/hesrm/faculty_staff%20directory.html,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,3,75.6,32,2002,2008,http://www.olemiss.edu:80/depts/engineering_school/faculty/faculty_staff_search.html,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,4,75.2,11,2003,2007,http://www.olemiss.edu:80/depts/eslm/faculty_staff%20directory.html,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,5,72.2,23,2009,2013,http://www.olemiss.edu:80/campusrec/faculty_staff.html,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,6,71.9,4,2010,2013,http://www.olemiss.edu/chinese/about-program/faculty-and-staff/,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,7,70.4,12,2010,2014,http://www.olemiss.edu:80/ciss/About/faculty.htm,
university_of_mississippi,University of Mississippi,Computer and Information Science,13.3,864,8,69.3,7,2002,2005,http://www.olemiss.edu:80/depts/engineering_school_dev/faculty/faculty_staff_search.html,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,1,74.1,27,2019,2025,https://missouri.edu/about/facts/our-faculty,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,2,71.6,14,2020,2025,https://missouri.edu/directory/people-results,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,3,67.0,1,0,0,http://www.missouri.edu:80/register/directory_dept.cfmfaculty_staff.html,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,4,66.9,4,2022,2025,https://missouri.edu/directory/people-results?firstName=&lastname=Hamoodi&department=&phoneno=&email=&Search=Find+Person,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,5,65.5,3,2024,2026,https://missouri.edu/directory/people-results?phoneno=&email=&Search=Find+Person&firstName=Amadeo&lastname=Salvador&department=,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,6,62.0,1,2024,2024,https://missouri.edu/directory/people-results?firstName=&lastname=barondes&department=&phoneno=&email=&Search=Find+Person,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,7,62.0,1,0,0,https://missouri.edu/directory/people-results?firstName=&lastname=Fogwe&department=&phoneno=&email=&Search=Find+Person,
university_of_missouri,University of Missouri,Electrical Engineering and Computer Science,14.0,248,8,62.0,1,2023,2023,https://missouri.edu/directory/people-results?firstName=&lastname=hashmi&department=&phoneno=&email=&Search=Find+Person,
rice_university,Rice University,Computer Science,14.7,224,1,97.0,124,2000,2024,http://www.rice.edu:80/Computer/facultystaff.html,
rice_university,Rice University,Computer Science,14.7,224,2,93.1,674,2000,2019,http://www.rice.edu:80/directory/departments.html,
rice_university,Rice University,Computer Science,14.7,224,3,76.6,142,2012,2015,http://www.rice.edu/_includes/facultystaffmobile.shtml,
rice_university,Rice University,Computer Science,14.7,224,4,73.9,55,2019,2022,https://www.rice.edu/'https://www.rice.edu/faculty-staff-resources',
rice_university,Rice University,Computer Science,14.7,224,5,69.4,13,2002,2003,http://www.rice.edu:80/Computer/Telephone/Faculty_Staff/factstaff_services.html,
rice_university,Rice University,Computer Science,14.7,224,6,68.4,9,2002,2003,http://www.rice.edu:80/Computer/Telephone/Faculty_Staff/voicemail.html,
rice_university,Rice University,Computer Science,14.7,224,7,67.8,7,2002,2003,http://www.rice.edu:80/Computer/Telephone/Faculty_Staff/dial_instruct.html,
rice_university,Rice University,Computer Science,14.7,224,8,66.4,4,2002,2003,http://www.rice.edu:80/Computer/Telephone/Faculty_Staff/M3903_set.html,
george_mason_university,George Mason University,Computer Science,14.9,856,1,80.4,54,2021,2026,https://www2.gmu.edu/about-mason/faculty-and-staff-news,
george_mason_university,George Mason University,Computer Science,14.9,856,2,71.8,7,2021,2022,https://www2.gmu.edu/about-mason/faculty-and-staff-news?page=1,
george_mason_university,George Mason University,Computer Science,14.9,856,3,71.8,7,2021,2022,https://www2.gmu.edu/about-mason/faculty-and-staff-news?page=2,
george_mason_university,George Mason University,Computer Science,14.9,856,4,71.8,7,2021,2022,https://www2.gmu.edu/about-mason/faculty-and-staff-news?page=3,
george_mason_university,George Mason University,Computer Science,14.9,856,5,70.5,3,2022,2024,https://www.gmu.edu/about-mason/faculty-and-staff-news?page=33,
george_mason_university,George Mason University,Computer Science,14.9,856,6,69.7,2,2022,2024,https://www.gmu.edu/about-mason/faculty-and-staff-news?page=34,
george_mason_university,George Mason University,Computer Science,14.9,856,7,69.7,2,2022,2024,https://www.gmu.edu/about-mason/faculty-and-staff-news?page=35,
george_mason_university,George Mason University,Computer Science,14.9,856,8,69.7,2,2022,2024,https://www.gmu.edu/about-mason/faculty-and-staff-news?page=36,
university_of_idaho,University of Idaho,Computer Science,15.7,164,1,80.5,52,2013,2025,http://www.uidaho.edu:80/about/social-media-directory,
university_of_idaho,University of Idaho,Computer Science,15.7,164,2,79.9,27,2017,2024,http://www.uidaho.edu:80/academics/ipo/ui-faculty-staff-opportunities,
university_of_idaho,University of Idaho,Computer Science,15.7,164,3,78.7,16,2010,2024,http://www.uidaho.edu:80/about/pointsofpride/excellentfaculty,
university_of_idaho,University of Idaho,Computer Science,15.7,164,4,76.6,49,2018,2025,http://www.uidaho.edu:80/academics/general-education/faculty-advisor-information,
university_of_idaho,University of Idaho,Computer Science,15.7,164,5,74.9,17,2023,2025,https://www.uidaho.edu/academics/ipo/faculty-staff,
university_of_idaho,University of Idaho,Computer Science,15.7,164,6,74.1,17,2024,2025,http://www.uidaho.edu/cda/about/faculty-staff,
university_of_idaho,University of Idaho,Computer Science,15.7,164,7,73.2,12,2008,2009,https://www.uidaho.edu/cda/facultyandstaff/maincampusdepartments.aspx,
university_of_idaho,University of Idaho,Computer Science,15.7,164,8,72.7,10,2008,2009,http://www.uidaho.edu/boise/facultyandstaff/maincampusdepartments.aspx,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,1,67.7,9,2020,2024,http://www.auburn.edu/academic/cosam/about/online_resources_faculty_and_staff.htm,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,2,65.2,2,2003,2015,http://www.auburn.edu:80/academic/college_of_education/facultystaff/index.html,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,3,63.2,2,2026,2026,https://www.auburn.edu/academic/international/staff-directory/,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,4,62.0,1,0,0,http://www.auburn.edu:80/academic/college_of_education/facultystaff/,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,5,62.0,1,0,0,http://www.auburn.edu/academic/nursing/faculty-staff/,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,6,60.0,1,2003,2003,http://www.auburn.edu:80/academic/college_of_education/facultystaff/directory/faclistdept.html,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,7,60.0,1,2003,2003,http://www.auburn.edu:80/academic/college_of_education/facultystaff/directory/facultylistingalpha.html,
auburn_university,Auburn University,Computer Science and Software Engineering,16.5,232,8,60.0,1,2003,2003,http://www.auburn.edu:80/academic/college_of_education/facultystaff/directory/index.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,1,73.6,6,2022,2026,https://www.umkc.edu/isao/about-us/staff-directory.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,2,71.4,6,2024,2025,https://www.umkc.edu/asm/about-us/faculty-staff-resources.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,3,70.9,5,2024,2025,https://www.umkc.edu/advising/advisors/faculty-and-staff-directory.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,4,70.8,14,2021,2025,https://www.umkc.edu/asm/writing-studio/staff-directory.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,5,70.0,18,2011,2013,http://www.umkc.edu:80/admissions/staff-directory.asp,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,6,69.7,9,2021,2025,https://www.umkc.edu/asm/umkc-tutoring/tutoring-faculty-staff-resources.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,7,68.9,2,2022,2023,https://www.umkc.edu/advising/about-us/faculty-and-staff-directory.html,
university_of_missouri_kansas_city,University of Missouri Kansas City,Computer Science and Information Technology,17.4,124,8,68.6,8,2022,2025,https://umkc.edu/cafe/about-us/faculty-fellows21-22.html,
boston_college,Boston College,Computer Science,17.8,20,1,81.5,124,2016,2026,http://www.bc.edu:80/bc-web/resources/for-faculty-staff.html,
boston_college,Boston College,Computer Science,17.8,20,2,71.4,10,2019,2025,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/faculty-directory/lewis-tseng.html,
boston_college,Boston College,Computer Science,17.8,20,3,68.6,8,2020,2023,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/faculty-directory/jose-bento.html,
boston_college,Boston College,Computer Science,17.8,20,4,68.4,4,2019,2024,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/faculty-directory/Hsin-HaoSu.html,
boston_college,Boston College,Computer Science,17.8,20,5,67.8,3,2020,2025,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/faculty-directory/carl-mctague.html,
boston_college,Boston College,Computer Science,17.8,20,6,67.7,4,2020,2024,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/faculty-directory/howard-straubing.html,
boston_college,Boston College,Computer Science,17.8,20,7,67.7,4,2020,2024,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/faculty-directory/kim-nam-wook.html,
boston_college,Boston College,Computer Science,17.8,20,8,67.0,3,2020,2024,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science/people/core-faculty.html,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,1,75.3,15,2007,2010,http://du.edu:80/art/people/facultystaff.htm,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,2,73.9,12,2022,2024,https://www.du.edu/about/kennedy-mountain-campus/faculty-staff,
