team_id,season,games_n,team_short_display_name
2658,2011,1,TX A&M Kings
2666,2011,2,Urbana
2670,2011,40,VCU
2671,2011,1,VA Intermont
2674,2011,35,Valparaiso
2678,2011,27,VMI
2681,2011,30,Wagner
2692,2011,32,Weber St
2695,2011,1,West Alabama
2697,2011,1,West Florida
2701,2011,1,Montana-Western
2703,2011,3,W New Mexico
2706,2011,2,W. Virginia Tech
2710,2011,30,W Illinois
2711,2011,34,W Michigan
2714,2011,2,Western St.
2717,2011,32,W Carolina
2724,2011,37,Wichita St
2728,2011,1,Wiley
2729,2011,30,William & Mary
2737,2011,30,Winthrop
2739,2011,31,Green Bay
2747,2011,34,Wofford
2749,2011,1,Worceste
2750,2011,33,Wright St
2751,2011,31,Wyoming
2752,2011,32,Xavier
2754,2011,29,Youngstown St
2755,2011,33,Grambling
2758,2011,1,Howard Payne
2800,2011,1,Alma College
2803,2011,30,Bryant
2823,2011,1,NW Oklahoma St
2824,2011,3,Panhandle St
2839,2011,1,Tusculum
2841,2011,2,Union Ky 
2842,2011,1,Virginia-Wise
2855,2011,1,Brescia
2862,2011,1,CO Christian
2863,2011,1,CS Monterey Bay
2870,2011,29,Purdue FW
2871,2011,1,Kean
2885,2011,29,NJIT
2886,2011,2,Northwood
2890,2011,2,Reinhardt
2904,2011,1,SW Assem Of God
2908,2011,30,SC Upstate
2920,2011,1,Mobile
2930,2011,1,Willamette
2931,2011,1,William Woods
2934,2011,28,Bakersfield
2937,2011,1,Dallas Christ.
2947,2011,1,Rochester Univ.
2948,2011,1,Stillman
2949,2011,3,St Gregory's
2959,2011,1,Baruch College
2982,2011,1,Bethany (CA)
2985,2011,1,Concordia (MI)
2990,2011,1,St Joseph's BKN
3079,2011,2,Cent Bapt Coll
3080,2011,1,Waldorf 
3084,2011,26,Utah Valley
3086,2011,1,TX-Tyler
3088,2011,2,IU-Northwest
3096,2011,1,SD Christian
3122,2011,1,Rogers State
3154,2011,2,Southwest
3158,2011,1,Our Lady
3165,2011,1,New Hope
112358,2011,33,Long Island
1,2012,3,AK-Anchorage
2,2012,31,Auburn
5,2012,31,UAB
6,2012,29,South Alabama
8,2012,32,Arkansas
9,2012,31,Arizona St
12,2012,35,Arizona
13,2012,33,Cal Poly
16,2012,26,Sacramento St
21,2012,34,San Diego St
22,2012,1,San Fran St
23,2012,31,San José St
24,2012,37,Stanford
25,2012,34,California
26,2012,33,UCLA
27,2012,29,UC Riverside
29,2012,1,Redlands
30,2012,32,USC
36,2012,32,Colorado St
38,2012,35,Colorado
41,2012,34,UConn
42,2012,31,Hartford
43,2012,28,Yale
44,2012,32,American
45,2012,31,G Washington
46,2012,33,Georgetown
47,2012,30,Howard
48,2012,32,Delaware
50,2012,33,FAMU
51,2012,1,FLA Southern
52,2012,35,Florida St
55,2012,31,J'Ville St
56,2012,29,Stetson
57,2012,37,Florida
58,2012,36,South Florida
59,2012,31,Georgia Tech
61,2012,32,Georgia
62,2012,31,Hawai'i
66,2012,34,Iowa State
68,2012,29,Boise St
70,2012,32,Idaho
71,2012,32,Bradley
77,2012,33,Northwestern
79,2012,31,S Illinois
82,2012,28,UIC
84,2012,36,Indiana
85,2012,31,IUPUI
87,2012,34,Notre Dame
93,2012,33,Murray St
96,2012,40,Kentucky
97,2012,40,Louisville
98,2012,35,Western KY
99,2012,33,LSU
101,2012,2,Eureka Coll
103,2012,31,Boston College
104,2012,32,Boston Univ
107,2012,29,Holy Cross
108,2012,31,Harvard
109,2012,1,MIT
111,2012,31,Northeastern
113,2012,37,UMass
116,2012,29,Mount St Mary
119,2012,32,Towson
120,2012,32,Maryland
127,2012,37,Michigan St
130,2012,34,Michigan
135,2012,38,Minnesota
138,2012,1,NWMoSt
139,2012,34,Saint Louis
140,2012,31,Kansas City
142,2012,35,Missouri
145,2012,34,Ole Miss
147,2012,28,Montana St
148,2012,3,MT Tech
149,2012,31,Montana
150,2012,34,Duke
151,2012,31,East Carolina
152,2012,37,NC State
153,2012,38,North Carolina
154,2012,31,Wake Forest
155,2012,32,North Dakota
156,2012,35,Creighton
158,2012,30,Nebraska
159,2012,30,Dartmouth
160,2012,28,New Hampshire
161,2012,29,Fair Dickinson
163,2012,31,Princeton
164,2012,32,Rutgers
166,2012,35,New Mexico St
167,2012,34,New Mexico
171,2012,30,Columbia
172,2012,28,Cornell
179,2012,32,St Bonaventure
183,2012,37,Syracuse
189,2012,32,Bowling Green
193,2012,29,Miami OH
194,2012,39,Ohio State
195,2012,37,Ohio
197,2012,33,Oklahoma St
198,2012,34,Oral Roberts
201,2012,31,Oklahoma
202,2012,31,Tulsa
203,2012,1,Linfield
204,2012,35,Oregon St
213,2012,32,Penn State
217,2012,1,Swarthmore
218,2012,31,Temple
219,2012,33,Penn
221,2012,39,Pitt
222,2012,32,Villanova
224,2012,1,Westminster UT
225,2012,30,Brown
227,2012,31,Rhode Island
228,2012,31,Clemson
229,2012,1,Coker College
231,2012,30,Furman
232,2012,31,Charleston
233,2012,27,South Dakota
235,2012,35,Memphis
236,2012,31,Chattanooga
238,2012,36,Vanderbilt
239,2012,37,Baylor
241,2012,1,McMurry
242,2012,35,Rice
245,2012,32,Texas A&M
248,2012,30,Houston
249,2012,32,North Texas
250,2012,32,UT Arlington
251,2012,34,Texas
252,2012,34,BYU
253,2012,29,Southern Utah
254,2012,31,Utah
256,2012,32,James Madison
257,2012,32,Richmond
258,2012,32,Virginia
259,2012,33,Virginia Tech
261,2012,36,Vermont
263,2012,1,Loras College
264,2012,35,Washington
265,2012,36,Washington St
269,2012,35,Marquette
270,2012,34,Milwaukee
273,2012,2,MacMurray College
275,2012,36,Wisconsin
276,2012,35,Marshall
277,2012,33,West Virginia
278,2012,32,Fresno St
279,2012,28,Pacific
282,2012,33,Indiana St
288,2012,30,Lipscomb
290,2012,30,Georgia So
292,2012,28,UT Rio Grande
294,2012,30,Jacksonville
295,2012,36,Old Dominion
299,2012,34,Long Beach St
300,2012,32,UC Irvine
301,2012,31,San Diego
302,2012,31,UC Davis
304,2012,29,Idaho St
305,2012,31,DePaul
309,2012,31,Louisiana
310,2012,1,Maryville MO
311,2012,29,Maine
314,2012,33,Iona
315,2012,33,Niagara
317,2012,1,Marietta
322,2012,31,Lafayette
324,2012,28,Coast Car
325,2012,32,Cleveland St
326,2012,27,Texas St
328,2012,37,Utah State
331,2012,30,E Washington
333,2012,33,Alabama
338,2012,30,Kennesaw St
339,2012,32,Evansville
342,2012,1,Polytechnic
344,2012,33,Mississippi St
349,2012,29,Army
350,2012,30,UNC Wilmington
356,2012,32,Illinois
357,2012,30,Texas A&M-CC
389,2012,1,Upper Iowa U
399,2012,34,Albany
408,2012,1,WA Adventist
429,2012,1,Philadelphia Biblica
481,2012,1,Mount Ida 
484,2012,1,Alice Lloyd
489,2012,2,Barber Scotia
494,2012,1,Blue Mountain
502,2012,1,Calumet College
526,2012,31,FGCU
533,2012,2,Hannibal-LaGrange Co
534,2012,1,Harris Stowe
535,2012,1,Haskell
542,2012,1,IL-Springfield
546,2012,1,Judson College
551,2012,1,NVU-Lyndon
555,2012,1,ME-Machias
556,2012,1,Malone
561,2012,3,Mayville St
564,2012,1,Mid-Continent
587,2012,1,ND Coll
594,2012,1,Pacific Union
596,2012,1,Peru St
603,2012,1,Saint Mary College
606,2012,1,St. Thomas (FL)
628,2012,1,Valley City St
2005,2012,29,Air Force
2006,2012,33,Akron
2010,2012,26,Alabama A&M
2011,2012,29,Alabama St
2015,2012,1,Albright
2016,2012,28,Alcorn St
2019,2012,1,Allen Univ
2026,2012,31,Appalachian St
2029,2012,33,AR-Pine Bluff
2031,2012,31,Little Rock
2032,2012,34,Arkansas St
2033,2012,1,Arkansas Tech
2036,2012,1,Asbury
2045,2012,1,Austin
2046,2012,32,Austin Peay
2047,2012,1,Averett
2050,2012,30,Ball State
2056,2012,1,Belhaven
2057,2012,35,Belmont
2065,2012,33,Bethune
2066,2012,31,Binghamton
2077,2012,1,Brewton-Parker
2079,2012,1,Bridgewater VA
2083,2012,34,Bucknell
2084,2012,30,Buffalo
2086,2012,37,Butler
2088,2012,1,BYU Hawaii
2096,2012,1,Cameron
2097,2012,31,Campbell
2099,2012,30,Canisius
2109,2012,1,Cedarville
2110,2012,28,C Arkansas
2113,2012,1,Centenary LA
2115,2012,29,C Connecticut
2116,2012,33,UCF
2117,2012,31,C Michigan
2124,2012,3,Chaminade
2127,2012,28,Charleston So
2130,2012,28,Chicago St
2132,2012,37,Cincinnati
2142,2012,30,Colgate
2150,2012,1,Concordia OR
2154,2012,27,Coppin St
2161,2012,1,Cumberland TN
2166,2012,31,Davidson
2168,2012,33,Dayton
2169,2012,28,Delaware St
2172,2012,31,Denver
2174,2012,35,Detroit Mercy
2177,2012,1,Dist of Col
2181,2012,34,Drake
2182,2012,36,Drexel
2184,2012,31,Duquesne
2193,2012,30,ETSU
2197,2012,29,E Illinois
2198,2012,32,E Kentucky
2199,2012,31,E Michigan
2201,2012,1,E New Mexico
2207,2012,1,ElizCity
2210,2012,29,Elon
2213,2012,1,Emory & Henry
2214,2012,1,Emporia St
2217,2012,37,Fairfield
2222,2012,1,Ferris St
2225,2012,1,Fisk
2226,2012,29,FAU
2229,2012,29,FIU
2230,2012,28,Fordham
2239,2012,30,Fullerton
2241,2012,32,Gardner-Webb
2244,2012,33,George Mason
2247,2012,33,Georgia St
2250,2012,33,Gonzaga
2257,2012,1,Greenville
2261,2012,33,Hampton
2264,2012,1,Harding
2271,2012,1,Henderson St
2272,2012,31,High Point
2275,2012,32,Hofstra
2277,2012,28,Hou Christian
2281,2012,1,Hus-Till
2287,2012,35,Illinois St
2294,2012,35,Iowa
2296,2012,30,Jackson St
2299,2012,1,Jarvis Chr
2305,2012,38,Kansas
2306,2012,33,Kansas St
2309,2012,32,Kent State
2318,2012,1,La Verne
2320,2012,34,Lamar
2324,2012,1,Langston
2325,2012,34,La Salle
2327,2012,2,Lees McRae
2329,2012,34,Lehigh
2333,2012,1,Lewis & Clark
2335,2012,32,Liberty
2344,2012,31,Longwood
2347,2012,1,LA Christian
2348,2012,34,Louisiana Tech
2350,2012,30,Loyola Chicago
2351,2012,34,LMU
2352,2012,33,Loyola MD
2355,2012,1,Lynchburg
2358,2012,2,Lyon College
2363,2012,34,Manhattan
2368,2012,32,Marist
2369,2012,1,Mars Hill
2377,2012,30,McNeese
2378,2012,30,UMBC
2379,2012,29,MD-Eastern
2381,2012,2,Menlo
2382,2012,37,Mercer
2390,2012,33,Miami
2392,2012,1,Michigan Tech
2393,2012,34,MTSU
2397,2012,3,Milligan
2400,2012,34,Miss Valley St
2401,2012,1,MS College
2405,2012,32,Monmouth
2410,2012,3,Montreat 
2413,2012,31,Morehead St
2415,2012,29,Morgan St
2426,2012,28,Navy
2427,2012,34,UNC Asheville
2428,2012,30,NC Central
2429,2012,30,Charlotte
2430,2012,31,UNC Greensboro
2433,2012,29,UL Monroe
2437,2012,16,Omaha
2439,2012,34,UNLV
2440,2012,35,Nevada
2442,2012,1,Coll NJ
2443,2012,6,New Orleans
2447,2012,28,Nicholls
2448,2012,32,NC A&T
2449,2012,31,N Dakota St
2450,2012,35,Norfolk St
2454,2012,31,North Florida
2458,2012,27,N Colorado
2459,2012,31,N Illinois
2460,2012,34,Northern Iowa
2463,2012,26,CSU Northridge
2464,2012,29,N Arizona
2465,2012,1,Northwest (WA)
2466,2012,29,N'Western St
2473,2012,36,Oakland
2474,2012,3,Oakland City
2477,2012,1,Ohio Dominican
2483,2012,34,Oregon
2489,2012,1,Palm Beach Atl
2492,2012,28,Pepperdine
2494,2012,1,Philander Smith
2496,2012,1,Piedmont
2501,2012,31,Portland
2502,2012,32,Portland St
2504,2012,29,Prairie View
2506,2012,29,Presbyterian
2507,2012,32,Providence
2509,2012,35,Purdue
2514,2012,32,Quinnipiac
2515,2012,30,Radford
2520,2012,32,Rider
2523,2012,37,Robert Morris
2525,2012,1,Rockhurst
2529,2012,32,Sacred Heart
2534,2012,28,Sam Houston
2535,2012,28,Samford
2539,2012,34,San Francisco
2540,2012,30,UCSB
2541,2012,29,Santa Clara
2542,2012,33,Savannah State
2545,2012,28,SE Louisiana
2546,2012,30,SE Missouri St
2547,2012,27,Seattle U
2550,2012,34,Seton Hall
2561,2012,31,Siena
2565,2012,27,SIUE
2567,2012,32,SMU
2569,2012,29,SC State
2571,2012,33,S Dakota St
2572,2012,34,Southern Miss
2576,2012,1,S Wesleyan
2579,2012,31,South Carolina
2582,2012,29,Southern
2585,2012,2,Vanguard
2587,2012,1,SW MN St
2589,2012,1,Spalding
2590,2012,2,Spring Hill
2597,2012,30,St Francis BK
2598,2012,29,St Francis PA
2599,2012,32,St John's
2601,2012,1,St. Joseph's (IN)
2603,2012,34,Saint Joseph's
2605,2012,1,St. Leo
2608,2012,32,Saint Mary's
2612,2012,31,Saint Peter's
2617,2012,32,SF Austin
2619,2012,32,Stony Brook
2623,2012,32,Missouri St
2628,2012,33,TCU
2630,2012,30,UT Martin
2631,2012,1,Tenn Temple
2633,2012,34,Tennessee
2634,2012,33,Tennessee St
2635,2012,31,Tennessee Tech
2636,2012,32,UTSA
2637,2012,1,Texas College
2638,2012,32,UTEP
2640,2012,33,Texas Southern
2641,2012,31,Texas Tech
2642,2012,1,TX Wesleyan
2643,2012,29,The Citadel
2649,2012,35,Toledo
2653,2012,27,Troy
2655,2012,31,Tulane
2662,2012,1,UC Santa Cruz
2670,2012,36,VCU
2671,2012,2,VA Intermont
2674,2012,33,Valparaiso
2678,2012,32,VMI
2681,2012,31,Wagner
2684,2012,1,Warren Wilson
2691,2012,1,Webber Int
2692,2012,31,Weber St
2703,2012,1,W New Mexico
2706,2012,1,W. Virginia Tech
2710,2012,33,W Illinois
2711,2012,34,W Michigan
2714,2012,2,Western St.
2716,2012,1,Westmont
2717,2012,33,W Carolina
2724,2012,32,Wichita St
2728,2012,1,Wiley
2729,2012,31,William & Mary
2737,2012,31,Winthrop
2739,2012,29,Green Bay
2747,2012,33,Wofford
2750,2012,31,Wright St
2751,2012,33,Wyoming
2752,2012,36,Xavier
2754,2012,31,Youngstown St
2755,2012,28,Grambling
2803,2012,30,Bryant
2804,2012,1,Chowan
2812,2012,1,Hope College
2842,2012,6,Virginia-Wise
2855,2012,1,Brescia
2866,2012,1,Evergreen State
2868,2012,1,Holy Names
2870,2012,30,Purdue FW
2885,2012,31,NJIT
2890,2012,1,Reinhardt
2893,2012,1,Shawnee
2894,2012,1,Sioux Fa
2896,2012,1,Southern VA
2902,2012,1,SUNY Fredonia
2906,2012,1,Trevecca
2908,2012,34,SC Upstate
2913,2012,1,Brevard 
2917,2012,1,LeMoyne-Owen
2920,2012,1,Mobile
2923,2012,1,Pomona P
2930,2012,1,Willamette
2934,2012,31,Bakersfield
2937,2012,1,Dallas Christ.
2939,2012,1,Jamestow
2947,2012,4,Rochester Univ.
2949,2012,1,St Gregory's
2985,2012,1,Concordia (MI)
2990,2012,1,St Joseph's BKN
3080,2012,1,Waldorf 
3084,2012,32,Utah Valley
3086,2012,1,TX-Tyler
3088,2012,1,IU-Northwest
3091,2012,2,Hope Inter.
3094,2012,1,Joh. & Wales CO
3096,2012,3,SD Christian
3105,2012,1,Southeastern
3117,2012,1,Carver College
3120,2012,2,Ecclesia
3122,2012,1,Rogers State
3129,2012,1,Victory College
3134,2012,1,Champ. Christ.
3141,2012,1,No New Mexico
3152,2012,1,Walla Walla
3153,2012,1,Randolph
3156,2012,1,SUNY Cobleskill
3160,2012,1,R. Morris-Spfld
3163,2012,1,Roosevelt
3164,2012,1,Central Penn
3167,2012,3,La Sierra
3169,2012,1,Joh. & Wales NC
3170,2012,1,St. Thomas (TX)
3174,2012,1,Trinity Baptist
3182,2012,3,CS San Marcos
3184,2012,1,Pacifica College
3188,2012,1,AZ Christian
3189,2012,1,Coastal Georgia
3192,2012,1,IU-Kokomo
112358,2012,34,Long Island
1,2013,2,AK-Anchorage
2,2013,32,Auburn
5,2013,32,UAB
6,2013,30,South Alabama
8,2013,32,Arkansas
9,2013,35,Arizona St
12,2013,35,Arizona
13,2013,32,Cal Poly
16,2013,28,Sacramento St
21,2013,34,San Diego St
23,2013,29,San José St
24,2013,34,Stanford
25,2013,33,California
26,2013,35,UCLA
27,2013,31,UC Riverside
30,2013,32,USC
36,2013,35,Colorado St
38,2013,33,Colorado
